名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
公明中央山芳兰瑜珈,体育休闲服务,体育休闲服务场所,体育休闲服务场所,振明路57号福盈中央山北区2A29D室,广东省,深圳市,宝安区,113.8952767,22.77983139
易伽瑜伽,体育休闲服务,运动场馆,健身中心,公明街道望盛路福安大厦601,广东省,深圳市,宝安区,113.893265,22.78025401
鑫浩台球俱乐部,体育休闲服务,运动场馆,台球厅,风景路40-1号2层,广东省,深圳市,宝安区,113.8965628,22.77809503
光明新区红花山体育中心,体育休闲服务,运动场馆,综合体育馆,公明街道兴发路35号,广东省,深圳市,宝安区,113.9007804,22.77899742
光明新区红花山体育中心体育馆,体育休闲服务,运动场馆,综合体育馆,兴发路与振明路交叉口北150米,广东省,深圳市,宝安区,113.8997308,22.77781296
冠城台球,体育休闲服务,运动场馆,台球厅,南庄振明路冠城酒店3层(中国银行旁),广东省,深圳市,宝安区,113.9014379,22.77582434
美俪阿萨娜瑜伽(深圳)分校,体育休闲服务,运动场馆,健身中心,南庄田园路与振明路交叉口东南50米,广东省,深圳市,宝安区,113.9011437,22.77620227
若蝶花会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处振明路合众豪庭7号铺,广东省,深圳市,宝安区,113.9023983,22.77681581
海越休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,南庄田园路与振明路交叉口南200米,广东省,深圳市,宝安区,113.9003394,22.77472189
兰博国际健身,体育休闲服务,运动场馆,健身中心,光明新区公明办事处南庄旧村龙骏酒店2楼,广东省,深圳市,宝安区,113.9016339,22.77655206
欧菲光科技员工活动室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,南庄中心街与南庄田园路交叉口西150米,广东省,深圳市,宝安区,113.9031665,22.77800022
天天健身俱乐部,体育休闲服务,运动场馆,健身中心,光明新区公明街道红花路25小区45栋二楼,广东省,深圳市,宝安区,113.896862,22.77716334
宝明城大酒店-健身中心,体育休闲服务,运动场馆,健身中心,振明路30宝明城大酒店4层,广东省,深圳市,宝安区,113.8983409,22.77887173
挥杆时代,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新围商业街20号附近,广东省,深圳市,宝安区,113.9041844,22.77118515
瑜伽会所,体育休闲服务,运动场馆,运动场所,别墅路101号附近,广东省,深圳市,宝安区,113.900326,22.78064694
艺能跆拳道,体育休闲服务,运动场馆,跆拳道场馆,南庄中心街与南庄田园路交叉口西南150米,广东省,深圳市,宝安区,113.9034187,22.77736436
弘武跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,公明办事处公明南庄育才路41栋201室,广东省,深圳市,宝安区,113.9042369,22.77817184
功夫俱乐部,体育休闲服务,运动场馆,运动场所,楼明路358-7号,广东省,深圳市,宝安区,113.9164187,22.78003496
宇宙溜冰场,体育休闲服务,运动场馆,溜冰场,楼一工三路与楼明路交叉口西南50米,广东省,深圳市,宝安区,113.9161417,22.77976929
微菜篮采摘园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,果场路,广东省,深圳市,宝安区,113.9530565,22.77536527
长乐钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,楼村社区,广东省,深圳市,宝安区,113.9617794,22.77931145
坪地街道办体育活动中心,体育休闲服务,运动场馆,综合体育馆,紫荆路38号附近,广东省,深圳市,龙岗区,114.272691,22.77490485
一水江南主题会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,吉祥三路吉祥大厦二楼,广东省,深圳市,龙岗区,114.2913769,22.77690225
皇朝国际俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,教育中路33-35号,广东省,深圳市,龙岗区,114.2957612,22.77379335
皇城国际休闲俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,教育中路35号四楼,广东省,深圳市,龙岗区,114.2958151,22.77359833
皇马城休闲俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗大道3066号,广东省,深圳市,龙岗区,114.3037051,22.77424571
梦创桌球俱乐部,体育休闲服务,运动场馆,台球厅,龙岗大道3041附近,广东省,深圳市,龙岗区,114.3027524,22.7739185
莱得利桌球俱乐部,体育休闲服务,运动场馆,台球厅,龙岗坪地街道龙岗大道3041号二楼,广东省,深圳市,龙岗区,114.3027973,22.77371648
康乐会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新兴北街与新兴北街一巷交叉口北50米,广东省,深圳市,龙岗区,114.2988305,22.77270563
丁士伯卓球城,体育休闲服务,运动场馆,运动场所,坪地浩天百货四楼(中影电影院旁),广东省,深圳市,龙岗区,114.3019067,22.77101392
紫泉会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,坪地街道湖田路45号,广东省,深圳市,龙岗区,114.3050544,22.7727678
帝龙城会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,湖田路45号哥世界KTV5楼,广东省,深圳市,龙岗区,114.3052072,22.77293348
伯爵台球(地新南街),体育休闲服务,运动场馆,台球厅,浩天购物广场4楼龙岗大道,广东省,深圳市,龙岗区,114.3018887,22.77126287
浩天购物广场健身中心,体育休闲服务,运动场馆,健身中心,深惠路3034号附近,广东省,深圳市,龙岗区,114.3022502,22.77117327
魅力健健身会(坪地店),体育休闲服务,运动场馆,健身中心,坪地龙岗大道浩天购物广场五楼,广东省,深圳市,龙岗区,114.3021364,22.77124344
紫蒂会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,平地街道湖田路69号,广东省,深圳市,龙岗区,114.3084384,22.77677637
坪帝休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,湖田路69号七楼,广东省,深圳市,龙岗区,114.3084963,22.7769902
超群桌球室,体育休闲服务,运动场馆,台球厅,吉地街与新香街交叉口东150米,广东省,深圳市,龙岗区,114.3117545,22.77854667
君爵桌球俱乐部(坪地旗舰店),体育休闲服务,运动场馆,台球厅,富民路69-2号4层,广东省,深圳市,龙岗区,114.3084784,22.77682129
玖呈休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,坪东社区同富路11号,广东省,深圳市,龙岗区,114.3176181,22.77448897
康昔友约健康俱乐部,体育休闲服务,运动场馆,健身中心,同富路与富坪中路交叉口北50米,广东省,深圳市,龙岗区,114.3166527,22.77207959
年丰果园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,龙岗区,114.3274941,22.77432417
沙田玩吧夜班,体育休闲服务,体育休闲服务场所,体育休闲服务场所,坪山区沙田社区李中住宅区32号201-202,广东省,深圳市,坪山区,114.3985773,22.77230945
沙田网吧会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,坪山区沙田社区李中住宅区33号202,广东省,深圳市,坪山区,114.3985693,22.77221548
休闲音乐吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新和大道与松福大道交叉口东北200米,广东省,深圳市,宝安区,113.7950896,22.76676909
益源休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新和大道伟联大厦底商,广东省,深圳市,宝安区,113.7963537,22.76508566
俊兴网络科技,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙井新区大兴二路中国邮政国华邮政代办所旁,广东省,深圳市,宝安区,113.7999956,22.76468182
芳菲圆休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,共和裕和路31,广东省,深圳市,宝安区,113.7983847,22.76430024
苏菲圆休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,裕和路31号附近,广东省,深圳市,宝安区,113.7983817,22.76430124
益源休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新和大道伟联大厦底商,广东省,深圳市,宝安区,113.7963537,22.76508566
好伽瑜伽肚皮舞,体育休闲服务,运动场馆,健身中心,沙井先裕兴大厦7楼702(海汇宝利酒店天源隆超市),广东省,深圳市,宝安区,113.7975498,22.76256042
拳龙搏击俱乐部(第四分店步涌馆),体育休闲服务,体育休闲服务场所,体育休闲服务场所,大兴一路与新和大道交叉口北150米,广东省,深圳市,宝安区,113.8034624,22.76252945
梵伽瑜伽会馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新和大道步涌富华公寓三楼,广东省,深圳市,宝安区,113.8054324,22.76157821
英雄网络会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,大兴一路57号,广东省,深圳市,宝安区,113.80586,22.76973936
约吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新和大道92-2号附近,广东省,深圳市,宝安区,113.8058254,22.76132199
成祥健身俱乐部(后亭店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,北亭路天源汇商场五楼,广东省,深圳市,宝安区,113.8161424,22.76273742
金英蓉休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道松瑞路39号,广东省,深圳市,宝安区,113.8323738,22.76601191
青莲瑜伽,体育休闲服务,运动场馆,健身中心,松岗街道红星社区松瑞路31号2楼,广东省,深圳市,宝安区,113.8325564,22.76412685
荷田瑜伽,体育休闲服务,运动场馆,健身中心,松明大道163号5层,广东省,深圳市,宝安区,113.8291891,22.76813829
羽林武道馆,体育休闲服务,运动场馆,运动场所,耗涌村75号二楼,广东省,深圳市,宝安区,113.8291994,22.76436751
星豪台球俱乐部,体育休闲服务,运动场馆,台球厅,八工业区西四巷87号,广东省,深圳市,宝安区,113.8291831,22.7677494
振武国粹武术馆(松明大道),体育休闲服务,运动场馆,运动场所,红星温屋西路10号2层,广东省,深圳市,宝安区,113.8296514,22.76814315
梵桦健身,体育休闲服务,运动场馆,健身中心,松岗街道松岗红星格布商业大厦二楼,广东省,深圳市,宝安区,113.8271006,22.76702872
CC吧(松岗店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道松明大道石岗大厦一楼06号,广东省,深圳市,宝安区,113.8358006,22.76940214
梵栎健身,体育休闲服务,体育休闲服务场所,体育休闲服务场所,红星社区格布商业大厦二楼,广东省,深圳市,宝安区,113.8270374,22.76695262
鑫辉煌休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道红星社区松明大道五排3号,广东省,深圳市,宝安区,113.8280139,22.76921773
中国(香港)国际武术节松岗羽林国术健身馆,体育休闲服务,运动场馆,健身中心,蚝涌村一巷21号附近,广东省,深圳市,宝安区,113.8292004,22.76436551
梵一瑜伽,体育休闲服务,运动场馆,健身中心,松明大道156号恒伟大厦601,广东省,深圳市,宝安区,113.828785,22.76893227
名扬跆拳道,体育休闲服务,运动场馆,跆拳道场馆,松瑞路永丽大厦6楼,广东省,深圳市,宝安区,113.8322062,22.76732918
止戈武道馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,谷得糖二楼,广东省,深圳市,宝安区,113.8352843,22.7693662
鸿兴桌球城,体育休闲服务,运动场馆,台球厅,松瑞路79号,广东省,深圳市,宝安区,113.8323735,22.76960676
振武国粹武术馆,体育休闲服务,运动场馆,运动场所,松明大道159号附近,广东省,深圳市,宝安区,113.828096,22.77033452
羽林跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,蚝涌村79号,广东省,深圳市,宝安区,113.8291091,22.7648252
阿拉丁瑜伽松岗会馆,体育休闲服务,运动场馆,健身中心,东方大道东方村70号2楼,广东省,深圳市,宝安区,113.8411929,22.76581398
东方三队球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,大村161号,广东省,深圳市,宝安区,113.8390314,22.76543726
CC音乐清吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗松明大道石岗大厦2栋1楼,广东省,深圳市,宝安区,113.8372174,22.76846802
灵美瑜伽会所,体育休闲服务,运动场馆,健身中心,曙光路25-27号2层,广东省,深圳市,宝安区,113.8396227,22.76831239
国家跆拳道后备人才基地,体育休闲服务,体育休闲服务场所,体育休闲服务场所,上报美路27号附近,广东省,深圳市,宝安区,113.841947,22.76323912
宝宝龙溜冰场,体育休闲服务,运动场馆,溜冰场,宝利来步行街100号附近,广东省,深圳市,宝安区,113.8457856,22.76581691
印象纯K,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道东方水围路口喜港城三楼,广东省,深圳市,宝安区,113.8383264,22.76754732
松岗红星龙门球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道,广东省,深圳市,宝安区,113.837735,22.7648901
扬正咏春拳馆,体育休闲服务,运动场馆,运动场所,广深公路216号附近,广东省,深圳市,宝安区,113.8445045,22.76355545
狩猎尊联盟,体育休闲服务,体育休闲服务场所,体育休闲服务场所,宝利来步行街98号附近,广东省,深圳市,宝安区,113.8460372,22.7662342
山尾新村球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,广深公路与107国道交叉口东50米,广东省,深圳市,宝安区,113.8447257,22.76875617
国中健身俱乐部,体育休闲服务,运动场馆,健身中心,广深路松岗段114号三楼(松岗天虹和松岗街道办),广东省,深圳市,宝安区,113.8446525,22.76861309
绿色休闲区(百佳华商场),体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街松岗路293号百佳华商场5F层,广东省,深圳市,宝安区,113.8423396,22.77055146
